d1,d2,d3,d4,d5,d6,tau,lambda,mu,tau_c,sigma,decompose_covar_prob,MedianFitness,MedianFitnessMagnitude,MedianNumFuncEvals,MedianTime,SuccessRate
0.485457946702838,0.845298407054972,0.537660590678453,0.893223572442774,0.66906546230847,0.183169448591303,0.00678427917533702,3456,275,6.642949818149376,6.100250052095545,0.19133775410538997,27.29744373235599,1.4,5.975425e6,128.024054373,0.0
0.303691517966799,0.0906919221263379,0.993793917614501,0.0944496639650315,0.699941496721469,0.973674913643859,0.0011626892294850212,448,23,619.5594549748076,7.550500498050945,0.9739381645074204,106.88440511398494,2.0,6.693121e6,128.0110621225,0.0
0.301217226644047,0.021808946989011,0.0897446755999699,0.937038450347725,0.958055326264352,0.379283003450837,0.001135104764870857,128,24,62.64617893729094,44.907329447864896,0.38549017341632863,9.793003124417256e-8,-7.1,1.366529e6,51.458549579,1.0
0.638072375619318,0.0254001213978045,0.97573407638818,0.904651261964813,0.685599356242455,0.348037038045004,0.02983218085461439,192,10,154.22806936909123,6.838318414598832,0.35455666766455396,9.898400239166943e-8,-7.1,1.786945e6,40.578235119,1.0
0.388425644988194,0.0299164596977644,0.934014997893479,0.803969806814101,0.440185080528725,0.745738659735303,0.0026458720821707017,192,11,157.6703516252142,1.2551813912390704,0.7482812731379499,9.751430385280242e-8,-7.1,2.525665e6,54.982703878500004,1.0
0.417359520081896,0.10225983778201,0.0557139099994674,0.876893066300079,0.966598936294205,0.864428045560606,0.0035035501952111474,448,92,18.18044564438471,47.63740100388992,0.865783765105,17.637193255175674,1.2,3.501569e6,128.017664384,0.0
0.325626685945783,0.0228526171236299,0.665005097670946,0.781504487600178,0.549037326981314,0.844918790234253,0.0014384926881676951,128,9,197.96703193375012,2.6623382474360886,0.8464696023319105,9.403712638901954e-8,-7.1,2.512897e6,63.6112040735,1.0
0.922811315069441,0.349727853554767,0.247375457067043,0.949484165221918,0.964769042915665,0.840687590402085,0.4728185068226268,1472,185,8.892881965026096,47.03903234300146,0.8422807144980641,45.55685578851971,1.6,4.806817e6,128.015606538,0.0
0.50351072048815,0.033036165536847,0.959406169215683,0.925264913431834,0.50842675448535,0.741295890717302,0.008083243855050715,192,10,150.82664996302066,2.0110900339250772,0.743882931810129,9.716736951239596e-8,-7.1,1.788961e6,39.991098943,1.0
0.58017879569158,0.025812950218562,0.41320422415901,0.884851832007989,0.867843823535834,0.930371409610845,0.017009719253884465,192,19,83.44409878771852,24.08145486510616,0.9310676955147366,8.586067005522663e-8,-7.1,1.727137e6,47.671613296,1.0
0.421239950878546,0.0131798652047291,0.462174587916117,0.920329961202573,0.601638010160066,0.980130555203184,0.003637995092764805,128,12,126.52261231029546,3.828822918451759,0.9803292496511522,9.693416344016914e-8,-7.1,1.605569e6,46.4999025905,1.0
0.699050750672817,0.184696868919302,0.925830292694736,0.880857862963807,0.937635198172182,0.724462736972142,0.05391051528716994,832,45,35.96696721744218,38.99930296093221,0.7272181096024206,9.294398312448092e-8,-7.1,3.736929e6,76.5984581075,1.0
0.592554489566013,0.102178008969408,0.888639602783136,0.966515153557062,0.92978187063802,0.899493197372183,0.019180217012936495,448,25,58.38167864231605,36.93999754978977,0.9004982653984612,9.823345985967232e-8,-7.1,2.623489e6,56.0476773225,1.0
0.468185744551476,0.073328838376794,0.912567336688749,0.991722166865133,0.594490747527685,0.384795234852936,0.005737350707345559,384,21,67.58105574491438,3.6443786435972294,0.39094728250440663,9.493534955567698e-8,-7.1,2.473153e6,51.4566478275,1.0
0.449288829717319,0.0242462353962474,0.790808939936105,0.908682973355055,0.798232300665695,0.371539611067623,0.004776082974701382,192,12,128.12559074281447,14.888404254551256,0.3778242149569468,8.991945261163267e-8,-7.1,2.231713e6,50.632764178,1.0
0.65517391160829,0.011527583735995,0.814087779821828,0.973952751688194,0.795918183657806,0.974740054062568,0.035217462229202766,128,8,178.9530705230428,14.652299975275927,0.9749926535219423,9.446634087462607e-8,-7.1,1.372929e6,38.746488385999996,1.0
0.418433048699051,0.029351000729017,0.680917974510696,0.838867868511472,0.988030931363814,0.616080953718629,0.0035402395082926663,192,13,128.0741415230877,55.23877570872656,0.6199201441814427,9.785677453420772e-8,-7.1,2.591041e6,60.137454203000004,1.0
0.618114470904227,0.015642735010013,0.545289777627215,0.87883624292491,0.691467632705811,0.832939503452741,0.024579554756823486,128,11,144.37449223466513,7.121215828737816,0.8346101084182136,9.274267341013424e-8,-7.1,1.338433e6,41.311434997,1.0
0.0960410659662448,0.034882571188733,0.235367880882695,0.204954635777511,0.138052807209082,0.155319399173371,0.00015500205074113336,192,25,268.17431457355883,0.15570755025651323,0.16376620518163731,9.590624890132151e-8,-7.1,4.137601e6,117.750843528,1.0
0.198345598126296,0.0031525389063172,0.589530621490907,0.798933249963448,0.816146100317128,0.208251079445239,0.0004183036983425715,64,5,347.8385804764858,16.849598289463977,0.2161685686507866,9.234527800867429e-8,-7.1,3.168897e6,83.801920196,1.0
0.409004111867864,0.0409694028464146,0.683232040425763,0.980396710669622,0.599559895615559,0.213936734808609,0.003230688940760919,256,18,79.57217589068175,3.774252376942675,0.22179736746052292,9.416688581783137e-8,-7.1,2.100225e6,47.214980303,1.0
0.46850881659938,0.0492664600624703,0.861217934712768,0.822123092431109,0.518116044791881,0.684520823936444,0.005755366162449133,256,15,113.3649506119897,2.150301633125988,0.6876756156970796,9.973541406700297e-8,-7.1,2.173441e6,47.232412599,1.0
0.855143796386663,0.00557586859632283,0.967337260765024,0.707638966059312,0.450859843006823,0.562857891727705,0.2451969858296683,64,4,490.21826253341226,1.351234668642491,0.5672293128104279,3.9866238543010217,0.6,1.299969e6,39.53475683,0.0
0.630382293624803,0.0432837606510147,0.890084785734303,0.735777216755319,0.803392052421812,0.99232973135123,0.027686991561130123,256,15,126.49167937313712,15.428631544267589,0.9924064340377178,9.000705676352406e-8,-7.1,1.989889e6,45.95685726,1.0
0.465238323414698,0.0184190901736729,0.763169092434458,0.996654211111367,0.307256832905579,0.388006671279669,0.005575575838501889,128,8,174.91327083217232,0.5010969381697273,0.3941266045668723,9.579508526995599e-8,-7.1,1.527809e6,37.754076546,1.0
0.8350351363183,0.0107850318918936,0.671339621504303,0.646098351166584,0.35849887908157,0.885178483954631,0.20172921067278599,128,9,239.03384097852302,0.7139172695916429,0.8863266991150847,9.969808095465602e-8,-7.1,1.543169e6,44.056026102,1.0
0.737582572757732,0.0264919255082495,0.839175781406462,0.809436268779915,0.777218339924235,0.907454544018488,0.0783542868542836,192,12,143.6485911859374,12.876750181948951,0.9083799985783031,9.760984503997121e-8,-7.1,1.659073e6,39.328569924,1.0
0.39685280320514,0.0787961687310599,0.543901956177782,0.84611391339777,0.5149200100936,0.692709036787972,0.002871338720317039,384,31,53.834589283892875,2.1033487157657165,0.6957819464200923,9.456332029791424e-8,-7.1,2.244865e6,51.480785385,1.0
